EmployeeID,MonthlyIncome,Department,CreatedBy,CreatedAt
601,17696,Finance,cem.kurt,7/2/2024
602,33577,Sales,zeynep.yilmaz,7/4/2024
603,21063,IT,ferhat.koc,7/4/2024
604,11690,Finance,emre.tuna,7/6/2024
605,9556,Finance,fatma.bolat,7/4/2024
606,10150,Operations,elif.sahin,7/5/2024
607,32343,Sales,emre.tuna,7/6/2024
608,2135,Finance,okan.arar,7/4/2024
609,23440,HR,cem.kurt,7/3/2024
610,18740,IT,emre.tuna,7/2/2024
611,30385,Operations,zeynep.yilmaz,7/5/2024
612,24647,Finance,murat.demir,7/2/2024
613,36263,Finance,melis.kilic,7/6/2024
614,8905,Sales,elif.sahin,7/3/2024
615,6291,IT,ayse.kaya,7/2/2024
616,2508,HR,fatma.bolat,7/5/2024
617,25043,Finance,melis.kilic,7/2/2024
618,15772,Sales,elif.sahin,7/6/2024
619,12954,IT,cem.kurt,7/5/2024
620,25419,Operations,okan.arar,7/4/2024
621,31293,Sales,zeynep.yilmaz,7/3/2024
622,20794,Finance,buse.ozkan,7/3/2024
623,33843,Sales,fatma.bolat,7/7/2024
624,19597,Finance,cem.kurt,7/4/2024
625,19769,Finance,emre.tuna,7/4/2024
626,39489,Operations,buse.ozkan,7/7/2024
627,4250,Sales,ferhat.koc,7/7/2024
628,31387,HR,okan.arar,7/1/2024
629,26613,IT,dilan.erdem,7/7/2024
630,26930,HR,serkan.ates,7/7/2024
631,38269,IT,ozge.kaya,7/3/2024
632,13722,Operations,cem.kurt,7/1/2024
633,25169,HR,zeynep.yilmaz,7/6/2024
634,33165,Operations,okan.arar,7/6/2024
635,2481,HR,fatma.bolat,7/6/2024
636,8790,Operations,zeynep.yilmaz,7/5/2024
637,11751,Operations,fatma.bolat,7/4/2024
638,15007,Operations,okan.arar,7/1/2024
639,24065,Operations,emre.tuna,7/1/2024
640,31318,IT,murat.demir,7/5/2024
641,16831,Operations,dilan.erdem,7/5/2024
642,3215,Sales,serkan.ates,7/3/2024
643,34858,HR,okan.arar,7/1/2024
644,37059,Finance,zeynep.yilmaz,7/6/2024
645,5092,IT,dilan.erdem,7/3/2024
646,22151,IT,cem.kurt,7/4/2024
647,31729,Operations,ferhat.koc,7/1/2024
648,35507,Sales,serkan.ates,7/4/2024
649,34021,HR,zeynep.yilmaz,7/6/2024
650,16035,HR,okan.arar,7/5/2024
651,39308,HR,emre.tuna,7/6/2024
652,7623,Finance,melis.kilic,7/1/2024
653,26647,HR,serkan.ates,7/5/2024
654,34341,HR,ayse.kaya,7/7/2024
655,5493,Sales,murat.demir,7/5/2024
656,15012,HR,emre.tuna,7/4/2024
657,16537,Sales,melis.kilic,7/1/2024
658,38034,HR,ozge.kaya,7/6/2024
659,22011,HR,emre.tuna,7/2/2024
660,33971,Sales,fatma.bolat,7/3/2024
661,2112,Finance,fatma.bolat,7/7/2024
662,25253,Finance,yusuf.genc,7/1/2024
663,30063,Sales,okan.arar,7/2/2024
664,24862,HR,ozge.kaya,7/3/2024
665,12427,Sales,ozge.kaya,7/2/2024
666,28563,IT,melis.kilic,7/7/2024
667,2052,Finance,cem.kurt,7/5/2024
668,32357,HR,ozge.kaya,7/3/2024
669,32795,HR,emre.tuna,7/4/2024
670,23076,Sales,ayse.kaya,7/3/2024
671,22935,HR,buse.ozkan,7/7/2024
672,19208,IT,fatma.bolat,7/4/2024
673,14143,IT,fatma.bolat,7/6/2024
674,35983,Operations,fatma.bolat,7/4/2024
675,8118,HR,yusuf.genc,7/6/2024
676,30070,Sales,fatma.bolat,7/2/2024
677,3621,Finance,okan.arar,7/2/2024
678,35785,IT,fatma.bolat,7/7/2024
679,39243,IT,fatma.bolat,7/2/2024
680,37281,IT,fatma.bolat,7/4/2024
681,39302,Finance,melis.kilic,7/5/2024
682,34864,Finance,murat.demir,7/7/2024
683,8777,Operations,cem.kurt,7/2/2024
684,31789,HR,ozge.kaya,7/7/2024
685,10882,HR,emre.tuna,7/1/2024
686,18795,Operations,cem.kurt,7/4/2024
687,2274,Operations,dilan.erdem,7/2/2024
688,31311,IT,ozge.kaya,7/3/2024
689,12683,IT,serkan.ates,7/1/2024
690,5231,Finance,ozge.kaya,7/7/2024
691,3414,Operations,okan.arar,7/7/2024
692,4406,Operations,okan.arar,7/3/2024
693,19010,Sales,murat.demir,7/2/2024
694,23418,HR,fatma.bolat,7/3/2024
695,28370,HR,ozge.kaya,7/3/2024
696,33321,HR,ayse.kaya,7/7/2024
697,6831,Operations,murat.demir,7/5/2024
698,26401,Sales,serkan.ates,7/6/2024
699,24270,Sales,ozge.kaya,7/2/2024
700,27664,HR,ferhat.koc,7/7/2024
701,27561,Finance,elif.sahin,7/2/2024
702,32240,Finance,buse.ozkan,7/2/2024
703,4779,HR,ferhat.koc,7/5/2024
704,38438,HR,dilan.erdem,7/6/2024
705,32443,IT,murat.demir,7/6/2024
706,8868,IT,murat.demir,7/3/2024
707,27843,HR,emre.tuna,7/6/2024
708,16782,Finance,emre.tuna,7/5/2024
709,7997,IT,buse.ozkan,7/5/2024
710,13373,Sales,zeynep.yilmaz,7/3/2024
711,21342,Finance,emre.tuna,7/3/2024
712,10832,HR,elif.sahin,7/6/2024
713,26895,Finance,elif.sahin,7/6/2024
714,18786,IT,emre.tuna,7/2/2024
715,32377,IT,serkan.ates,7/5/2024
716,32057,Operations,murat.demir,7/1/2024
717,10443,IT,fatma.bolat,7/6/2024
718,8472,Operations,buse.ozkan,7/1/2024
719,21944,Operations,okan.arar,7/7/2024
720,31780,IT,dilan.erdem,7/2/2024
721,33730,IT,murat.demir,7/6/2024
722,17477,Operations,emre.tuna,7/6/2024
723,24329,Finance,emre.tuna,7/1/2024
724,739,Sales,dilan.erdem,7/4/2024
725,8680,Sales,serkan.ates,7/2/2024
726,14993,Finance,dilan.erdem,7/3/2024
727,10485,Finance,yusuf.genc,7/7/2024
728,33722,Sales,dilan.erdem,7/3/2024
729,23046,Operations,dilan.erdem,7/7/2024
730,39553,Sales,emre.tuna,7/6/2024
731,7564,IT,cem.kurt,7/6/2024
732,8184,Finance,zeynep.yilmaz,7/1/2024
733,13450,Sales,cem.kurt,7/5/2024
734,30774,Sales,ozge.kaya,7/5/2024
735,27880,IT,ferhat.koc,7/7/2024
736,12607,Sales,yusuf.genc,7/7/2024
737,35788,IT,murat.demir,7/6/2024
738,34057,IT,elif.sahin,7/6/2024
739,14296,Sales,buse.ozkan,7/4/2024
740,25132,Finance,ferhat.koc,7/1/2024
741,39794,HR,fatma.bolat,7/4/2024
742,27606,Operations,emre.tuna,7/5/2024
743,8371,Finance,buse.ozkan,7/3/2024
744,39080,Sales,dilan.erdem,7/4/2024
745,33622,Operations,ayse.kaya,7/3/2024
746,23366,HR,ayse.kaya,7/7/2024
747,38111,Sales,ayse.kaya,7/5/2024
748,27405,Operations,zeynep.yilmaz,7/5/2024
749,39890,Sales,elif.sahin,7/6/2024
750,17292,Sales,elif.sahin,7/7/2024
751,32381,HR,melis.kilic,7/7/2024
752,30655,Finance,serkan.ates,7/4/2024
753,8975,Finance,ayse.kaya,7/6/2024
754,34388,IT,melis.kilic,7/1/2024
755,24807,IT,ferhat.koc,7/5/2024
756,10873,IT,melis.kilic,7/5/2024
757,21021,IT,dilan.erdem,7/2/2024
758,12941,Finance,okan.arar,7/7/2024
759,28418,Operations,buse.ozkan,7/2/2024
760,21210,Operations,buse.ozkan,7/6/2024
761,5603,Finance,serkan.ates,7/1/2024
762,37164,Finance,emre.tuna,7/6/2024
763,35426,Operations,dilan.erdem,7/7/2024
764,36339,Sales,murat.demir,7/1/2024
765,22957,Finance,buse.ozkan,7/2/2024
766,34634,IT,melis.kilic,7/2/2024
767,36278,Finance,buse.ozkan,7/4/2024
768,32998,Sales,elif.sahin,7/7/2024
769,36955,Finance,melis.kilic,7/7/2024
770,21137,Sales,serkan.ates,7/7/2024
771,31542,HR,serkan.ates,7/4/2024
772,2128,IT,ayse.kaya,7/3/2024
773,27275,Operations,ozge.kaya,7/2/2024
774,29577,IT,dilan.erdem,7/7/2024
775,23354,HR,murat.demir,7/3/2024
776,11759,Operations,ferhat.koc,7/6/2024
777,36974,HR,murat.demir,7/5/2024
778,27692,Sales,emre.tuna,7/5/2024
779,6615,Sales,okan.arar,7/7/2024
780,17190,Finance,elif.sahin,7/7/2024
781,29059,IT,ayse.kaya,7/2/2024
782,32353,Operations,buse.ozkan,7/1/2024
783,32431,Operations,emre.tuna,7/5/2024
784,20312,HR,fatma.bolat,7/5/2024
785,27510,Sales,ayse.kaya,7/1/2024
786,37862,HR,okan.arar,7/4/2024
787,2298,Operations,melis.kilic,7/1/2024
788,34222,IT,yusuf.genc,7/3/2024
789,27347,Sales,murat.demir,7/6/2024
790,37260,Operations,murat.demir,7/3/2024
791,16040,Operations,ayse.kaya,7/7/2024
792,18019,IT,serkan.ates,7/2/2024
793,25228,Operations,dilan.erdem,7/7/2024
794,3985,IT,buse.ozkan,7/1/2024
795,18116,Operations,ozge.kaya,7/6/2024
796,31645,HR,melis.kilic,7/2/2024
797,5437,Operations,zeynep.yilmaz,7/7/2024
798,19044,HR,ferhat.koc,7/2/2024
799,15382,Sales,melis.kilic,7/5/2024
800,20233,HR,melis.kilic,7/2/2024
801,21398,HR,ferhat.koc,7/6/2024
802,34853,IT,ayse.kaya,7/2/2024
803,16968,HR,zeynep.yilmaz,7/3/2024
804,34196,Operations,melis.kilic,7/4/2024
805,25498,Finance,yusuf.genc,7/3/2024
806,17845,HR,ozge.kaya,7/7/2024
807,39238,Sales,ozge.kaya,7/4/2024
808,1289,Operations,elif.sahin,7/7/2024
809,12878,Finance,buse.ozkan,7/6/2024
810,25251,Sales,ferhat.koc,7/2/2024
811,15691,IT,ayse.kaya,7/2/2024
812,30458,Operations,elif.sahin,7/7/2024
813,38230,IT,dilan.erdem,7/5/2024
814,12797,Operations,zeynep.yilmaz,7/2/2024
815,34447,IT,ayse.kaya,7/2/2024
816,28944,IT,ozge.kaya,7/4/2024
817,36256,HR,okan.arar,7/2/2024
818,12242,Operations,murat.demir,7/1/2024
819,16950,Sales,ozge.kaya,7/6/2024
820,19928,Sales,dilan.erdem,7/5/2024
821,1341,Finance,ayse.kaya,7/1/2024
822,35402,Operations,murat.demir,7/6/2024
823,39941,Finance,emre.tuna,7/7/2024
824,2212,IT,cem.kurt,7/3/2024
825,5711,Operations,buse.ozkan,7/3/2024
826,4292,Operations,yusuf.genc,7/3/2024
827,39122,IT,elif.sahin,7/6/2024
828,20095,Finance,murat.demir,7/6/2024
829,11713,HR,ayse.kaya,7/3/2024
830,28164,IT,murat.demir,7/7/2024
831,15618,Finance,okan.arar,7/3/2024
832,18389,IT,emre.tuna,7/2/2024
833,18723,IT,zeynep.yilmaz,7/4/2024
834,18301,Sales,yusuf.genc,7/2/2024
835,16858,Sales,yusuf.genc,7/5/2024
836,15233,Finance,ayse.kaya,7/4/2024
837,9611,IT,fatma.bolat,7/1/2024
838,10457,Operations,serkan.ates,7/6/2024
839,32516,IT,cem.kurt,7/2/2024
840,23371,Sales,yusuf.genc,7/3/2024
841,39494,Finance,murat.demir,7/5/2024
842,38731,HR,emre.tuna,7/3/2024
843,12212,Sales,elif.sahin,7/1/2024
844,2395,Finance,yusuf.genc,7/3/2024
845,17167,Operations,okan.arar,7/6/2024
846,14558,Finance,emre.tuna,7/3/2024
847,6338,Sales,ozge.kaya,7/1/2024
848,10202,Finance,ozge.kaya,7/3/2024
849,3374,IT,serkan.ates,7/7/2024
850,38904,Sales,emre.tuna,7/7/2024
851,19144,HR,murat.demir,7/1/2024
852,26729,HR,melis.kilic,7/6/2024
853,12036,IT,serkan.ates,7/7/2024
854,21261,Finance,ayse.kaya,7/1/2024
855,3185,Operations,serkan.ates,7/2/2024
856,19291,IT,zeynep.yilmaz,7/6/2024
857,23472,IT,dilan.erdem,7/4/2024
858,18253,IT,serkan.ates,7/7/2024
859,34320,IT,dilan.erdem,7/4/2024
860,21763,IT,serkan.ates,7/6/2024
861,13780,IT,zeynep.yilmaz,7/7/2024
862,34032,Sales,serkan.ates,7/7/2024
863,7165,IT,cem.kurt,7/3/2024
864,35000,Sales,emre.tuna,7/6/2024
865,35182,IT,dilan.erdem,7/4/2024
866,10384,Operations,dilan.erdem,7/2/2024
867,22032,IT,zeynep.yilmaz,7/4/2024
868,37554,Sales,emre.tuna,7/2/2024
869,21868,Operations,yusuf.genc,7/1/2024
870,27532,Sales,yusuf.genc,7/4/2024
871,36476,HR,emre.tuna,7/7/2024
872,8981,Operations,emre.tuna,7/4/2024
873,21719,Sales,ferhat.koc,7/4/2024
874,14572,Operations,dilan.erdem,7/3/2024
875,37022,Sales,cem.kurt,7/1/2024
876,22053,HR,ozge.kaya,7/1/2024
877,1294,Operations,ozge.kaya,7/5/2024
878,13142,Operations,elif.sahin,7/7/2024
879,24519,HR,yusuf.genc,7/5/2024
880,31915,Operations,dilan.erdem,7/4/2024
881,16271,Sales,ozge.kaya,7/1/2024
882,37551,HR,zeynep.yilmaz,7/2/2024
883,33921,HR,cem.kurt,7/1/2024
884,22541,Sales,ozge.kaya,7/6/2024
885,1635,IT,ayse.kaya,7/6/2024
886,30525,IT,zeynep.yilmaz,7/7/2024
887,26928,HR,serkan.ates,7/5/2024
888,20905,Finance,yusuf.genc,7/4/2024
889,6971,IT,melis.kilic,7/7/2024
890,24578,Operations,fatma.bolat,7/6/2024
891,36894,HR,ayse.kaya,7/5/2024
892,5701,HR,okan.arar,7/6/2024
893,21836,Finance,emre.tuna,7/3/2024
894,34166,Sales,ferhat.koc,7/7/2024
895,23203,Sales,zeynep.yilmaz,7/6/2024
896,27544,IT,ozge.kaya,7/4/2024
897,27094,Sales,melis.kilic,7/5/2024
898,11357,Operations,buse.ozkan,7/5/2024
899,18980,IT,ayse.kaya,7/2/2024
900,26264,IT,serkan.ates,7/1/2024
901,6040,HR,ayse.kaya,7/5/2024
902,4953,Operations,dilan.erdem,7/1/2024
903,579,Sales,buse.ozkan,7/1/2024
904,37277,Sales,serkan.ates,7/4/2024
905,17719,HR,zeynep.yilmaz,7/1/2024
906,9246,IT,emre.tuna,7/6/2024
907,9259,Finance,melis.kilic,7/7/2024
908,12241,Operations,melis.kilic,7/7/2024
909,15616,Operations,yusuf.genc,7/7/2024
910,35567,HR,cem.kurt,7/2/2024
911,4554,HR,ayse.kaya,7/6/2024
912,20198,Finance,serkan.ates,7/4/2024
913,12489,Finance,yusuf.genc,7/6/2024
914,19831,Sales,ayse.kaya,7/4/2024
915,34966,IT,serkan.ates,7/4/2024
916,34652,IT,dilan.erdem,7/5/2024
917,39045,Sales,emre.tuna,7/6/2024
918,18489,HR,murat.demir,7/2/2024
919,29053,Operations,cem.kurt,7/6/2024
920,27745,Operations,melis.kilic,7/2/2024
921,12370,Finance,emre.tuna,7/6/2024
922,18033,HR,okan.arar,7/5/2024
923,24092,HR,elif.sahin,7/4/2024
924,28738,Operations,murat.demir,7/2/2024
925,26268,Operations,ayse.kaya,7/1/2024
926,22452,IT,yusuf.genc,7/6/2024
927,21433,HR,okan.arar,7/7/2024
928,35660,Operations,buse.ozkan,7/3/2024
929,11875,Finance,ayse.kaya,7/5/2024
930,36221,Finance,okan.arar,7/1/2024
931,5471,IT,emre.tuna,7/4/2024
932,28209,IT,ayse.kaya,7/4/2024
933,16783,Operations,fatma.bolat,7/5/2024
934,35199,HR,ferhat.koc,7/6/2024
935,10855,Sales,buse.ozkan,7/5/2024
936,37183,IT,serkan.ates,7/1/2024
937,38530,Finance,serkan.ates,7/6/2024
938,6684,IT,dilan.erdem,7/3/2024
939,5274,HR,dilan.erdem,7/1/2024
940,21452,HR,yusuf.genc,7/1/2024
941,7683,IT,yusuf.genc,7/4/2024
942,34301,HR,dilan.erdem,7/7/2024
943,11377,HR,fatma.bolat,7/1/2024
944,15014,HR,cem.kurt,7/4/2024
945,21049,Sales,yusuf.genc,7/7/2024
946,21564,IT,murat.demir,7/7/2024
947,32364,Finance,yusuf.genc,7/5/2024
948,26605,Finance,zeynep.yilmaz,7/6/2024
949,28420,HR,fatma.bolat,7/5/2024
950,9732,Sales,dilan.erdem,7/6/2024
951,38804,IT,zeynep.yilmaz,7/6/2024
952,14725,IT,ayse.kaya,7/4/2024
953,31992,Finance,yusuf.genc,7/3/2024
954,5762,HR,yusuf.genc,7/6/2024
955,35539,Sales,melis.kilic,7/6/2024
956,37432,HR,yusuf.genc,7/4/2024
957,38469,HR,melis.kilic,7/7/2024
958,1354,IT,murat.demir,7/3/2024
959,5310,Operations,dilan.erdem,7/5/2024
960,12763,Sales,elif.sahin,7/2/2024
961,37147,Operations,okan.arar,7/5/2024
962,2896,Sales,okan.arar,7/2/2024
963,39973,Operations,dilan.erdem,7/6/2024
964,11651,Finance,murat.demir,7/3/2024
965,9262,Operations,murat.demir,7/1/2024
966,14008,IT,murat.demir,7/1/2024
967,36108,IT,serkan.ates,7/7/2024
968,22438,Operations,murat.demir,7/5/2024
969,22014,IT,ayse.kaya,7/5/2024
970,21495,Operations,melis.kilic,7/2/2024
971,22972,Operations,ayse.kaya,7/5/2024
972,35154,HR,okan.arar,7/7/2024
973,37289,Operations,elif.sahin,7/3/2024
974,15260,HR,cem.kurt,7/2/2024
975,6750,Operations,murat.demir,7/6/2024
976,25359,Operations,yusuf.genc,7/1/2024
977,5607,Finance,yusuf.genc,7/1/2024
978,36295,HR,dilan.erdem,7/1/2024
979,12670,Finance,yusuf.genc,7/4/2024
980,33019,Operations,murat.demir,7/7/2024
981,35497,Finance,serkan.ates,7/4/2024
982,12105,IT,okan.arar,7/2/2024
983,29529,Finance,ferhat.koc,7/2/2024
984,36746,Finance,dilan.erdem,7/1/2024
985,17677,HR,okan.arar,7/6/2024
986,31254,IT,ferhat.koc,7/7/2024
987,33259,HR,ayse.kaya,7/6/2024
988,7425,IT,okan.arar,7/6/2024
989,30949,Sales,ferhat.koc,7/7/2024
990,19875,Sales,dilan.erdem,7/1/2024
991,37080,Finance,okan.arar,7/5/2024
992,13982,HR,ozge.kaya,7/5/2024
993,9837,IT,cem.kurt,7/5/2024
994,1104,Operations,yusuf.genc,7/7/2024
995,35602,IT,okan.arar,7/7/2024
996,11548,IT,buse.ozkan,7/6/2024
997,9977,Operations,cem.kurt,7/2/2024
998,22462,Finance,murat.demir,7/4/2024
999,12784,IT,melis.kilic,7/2/2024
1000,21035,Sales,murat.demir,7/5/2024
